"Read_code","Term","Disease"
"M160100","Distal interphalangeal psoriatic arthropathy","Psoriasis"
"Myu3000","[X]Other psoriasis","Psoriasis"
"M16..00","Psoriasis and similar disorders","Psoriasis"
"M160.00","Psoriatic arthropathy","Psoriasis"
"M160.11","Psoriatic arthritis","Psoriasis"
"M160000","Psoriasis spondylitica","Psoriasis"
"M166.00","Palmoplantar pustular psoriasis","Psoriasis"
"E245000","Hallucinogen dependence, unspecified","Psychoactive Substance Misuse"
"E245100","Hallucinogen dependence, continuous","Psychoactive Substance Misuse"
"E245200","Hallucinogen dependence, episodic","Psychoactive Substance Misuse"
"E245z00","Hallucinogen dependence NOS","Psychoactive Substance Misuse"
"E246.00","Glue sniffing dependence","Psychoactive Substance Misuse"
"E246000","Glue sniffing dependence, unspecified","Psychoactive Substance Misuse"
"E246100","Glue sniffing dependence, continuous","Psychoactive Substance Misuse"
"E246200","Glue sniffing dependence, episodic","Psychoactive Substance Misuse"
"E246z00","Glue sniffing dependence NOS","Psychoactive Substance Misuse"
"E247.00","Other specified drug dependence","Psychoactive Substance Misuse"
"E247000","Other specified drug dependence, unspecified","Psychoactive Substance Misuse"
"E247100","Other specified drug dependence, continuous","Psychoactive Substance Misuse"
"E247200","Other specified drug dependence, episodic","Psychoactive Substance Misuse"
"E247z00","Other specified drug dependence NOS","Psychoactive Substance Misuse"
"E248.00","Combined opioid with other drug dependence","Psychoactive Substance Misuse"
"E248000","Combined opioid with other drug dependence, unspecified","Psychoactive Substance Misuse"
"E248100","Combined opioid with other drug dependence, continuous","Psychoactive Substance Misuse"
"E248200","Combined opioid with other drug dependence, episodic","Psychoactive Substance Misuse"
"E248z00","Combined opioid with other drug dependence NOS","Psychoactive Substance Misuse"
"E249.00","Combined drug dependence, excluding opioids","Psychoactive Substance Misuse"
"E249000","Combined drug dependence, excluding opioid, unspecified","Psychoactive Substance Misuse"
"E249100","Combined drug dependence, excluding opioid, continuous","Psychoactive Substance Misuse"
"E249200","Combined drug dependence, excluding opioid, episodic","Psychoactive Substance Misuse"
"E249z00","Combined drug dependence, excluding opioid, NOS","Psychoactive Substance Misuse"
"E24A.00","Ecstasy type drug dependence","Psychoactive Substance Misuse"
"E24z.00","Drug dependence NOS","Psychoactive Substance Misuse"
"E25..00","Nondependent abuse of drugs","Psychoactive Substance Misuse"
"E250000","Nondependent alcohol abuse, unspecified","Psychoactive Substance Misuse"
"E252.00","Nondependent cannabis abuse","Psychoactive Substance Misuse"
"E252000","Nondependent cannabis abuse, unspecified","Psychoactive Substance Misuse"
"E252100","Nondependent cannabis abuse, continuous","Psychoactive Substance Misuse"
"E252200","Nondependent cannabis abuse, episodic","Psychoactive Substance Misuse"
"E252z00","Nondependent cannabis abuse NOS","Psychoactive Substance Misuse"
"E253.00","Nondependent hallucinogen abuse","Psychoactive Substance Misuse"
"E253.11","'Bad trips'","Psychoactive Substance Misuse"
"E253.12","LSD reaction","Psychoactive Substance Misuse"
"E253000","Nondependent hallucinogen abuse, unspecified","Psychoactive Substance Misuse"
"E253100","Nondependent hallucinogen abuse, continuous","Psychoactive Substance Misuse"
"E253200","Nondependent hallucinogen abuse, episodic","Psychoactive Substance Misuse"
"E253300","Nondependent hallucinogen abuse in remission","Psychoactive Substance Misuse"
"E253z00","Nondependent hallucinogen abuse NOS","Psychoactive Substance Misuse"
"E255.00","Nondependent opioid abuse","Psychoactive Substance Misuse"
"E255000","Nondependent opioid abuse, unspecified","Psychoactive Substance Misuse"
"E255100","Nondependent opioid abuse, continuous","Psychoactive Substance Misuse"
"E255200","Nondependent opioid abuse, episodic","Psychoactive Substance Misuse"
"E255300","Nondependent opioid abuse in remission","Psychoactive Substance Misuse"
"E255z00","Nondependent opioid abuse NOS","Psychoactive Substance Misuse"
"E256000","Nondependent cocaine abuse, unspecified","Psychoactive Substance Misuse"
"E256100","Nondependent cocaine abuse, continuous","Psychoactive Substance Misuse"
"E256200","Nondependent cocaine abuse, episodic","Psychoactive Substance Misuse"
"E256300","Nondependent cocaine abuse in remission","Psychoactive Substance Misuse"
"E256z00","Nondependent cocaine abuse NOS","Psychoactive Substance Misuse"
"E257.00","Nondependent amphetamine or other psychostimulant abuse","Psychoactive Substance Misuse"
"E257.11","Psychostimulant abuse","Psychoactive Substance Misuse"
"E257200","Nondependent amphetamine or psychostimulant abuse, episodic","Psychoactive Substance Misuse"
"E257z00","Nondependent amphetamine or psychostimulant abuse NOS","Psychoactive Substance Misuse"
"E259.00","Nondependent mixed drug abuse","Psychoactive Substance Misuse"
"E259000","Nondependent mixed drug abuse, unspecified","Psychoactive Substance Misuse"
"E259100","Nondependent mixed drug abuse, continuous","Psychoactive Substance Misuse"
"E259200","Nondependent mixed drug abuse, episodic","Psychoactive Substance Misuse"
"E259z00","Nondependent mixed drug abuse NOS","Psychoactive Substance Misuse"
"E25y.00","Nondependent other drug abuse","Psychoactive Substance Misuse"
"E25y000","Nondependent other drug abuse, unspecified","Psychoactive Substance Misuse"
"E25y100","Nondependent other drug abuse, continuous","Psychoactive Substance Misuse"
"E25y200","Nondependent other drug abuse, episodic","Psychoactive Substance Misuse"
"E25yz00","Nondependent other drug abuse NOS","Psychoactive Substance Misuse"
"E25z.00","Misuse of drugs NOS","Psychoactive Substance Misuse"
"Eu11.00","[X]Mental and behavioural disorders due to use of opioids","Psychoactive Substance Misuse"
"Eu14.00","[X]Mental and behavioural disorders due to use of cocaine","Psychoactive Substance Misuse"
"Eu18211","[X]Drug addiction - solvent","Psychoactive Substance Misuse"
"L183.11","Pregnancy and drug dependence","Psychoactive Substance Misuse"
"L183100","Drug dependence during pregnancy - baby delivered","Psychoactive Substance Misuse"
"L183300","Drug dependence during pregnancy - baby not yet delivered","Psychoactive Substance Misuse"
"SL50.00","Opiate and narcotic poisoning","Psychoactive Substance Misuse"
"SL50.12","Opiate poisoning","Psychoactive Substance Misuse"
"SL50100","Heroin poisoning","Psychoactive Substance Misuse"
"SL50500","Morphine poisoning","Psychoactive Substance Misuse"
"SL85000","Cocaine poisoning","Psychoactive Substance Misuse"
"SL96000","Cannabis poisoning","Psychoactive Substance Misuse"
"SL97000","Amfetamine poisoning","Psychoactive Substance Misuse"
"SL97011","Amphetamine poisoning","Psychoactive Substance Misuse"
"SL97200","Ecstasy poisoning","Psychoactive Substance Misuse"
"T800.00","Accidental poisoning by heroin","Psychoactive Substance Misuse"
"TJ85000","Adverse reaction to cocaine","Psychoactive Substance Misuse"
"TJ96000","Adverse reaction to cannabis","Psychoactive Substance Misuse"
"U606312","[X] Adverse reaction to cocaine","Psychoactive Substance Misuse"
"E256.00","Nondependent cocaine abuse","Psychoactive Substance Misuse"
"13c..00","Drug user","Psychoactive Substance Misuse"
"13c0.00","Injecting drug user","Psychoactive Substance Misuse"
"13c1.00","Intravenous drug user","Psychoactive Substance Misuse"
"13c4.00","Intranasal drug user","Psychoactive Substance Misuse"
"13c5.00","Substance misuse increased","Psychoactive Substance Misuse"
"13c6.00","Substance misuse decreased","Psychoactive Substance Misuse"
"13c7.00","Current drug user","Psychoactive Substance Misuse"
"13c8.00","Reduced drugs misuse","Psychoactive Substance Misuse"
"13cB.00","Misuses drugs orally","Psychoactive Substance Misuse"
"13cD.00","Episodic use of drugs","Psychoactive Substance Misuse"
"13cE.00","Prolonged high dose use of cannabis","Psychoactive Substance Misuse"
"13cH.00","Persistent substance misuse","Psychoactive Substance Misuse"
"146C.00","Failed heroin detoxification","Psychoactive Substance Misuse"
"1TE..00","Uses heroin on top of substitution therapy","Psychoactive Substance Misuse"
"1V0..00","Misuses drugs","Psychoactive Substance Misuse"
"1V01.00","Long-term drug misuser","Psychoactive Substance Misuse"
"1V02.00","Poly-drug misuser","Psychoactive Substance Misuse"
"1V07.00","Notified addict","Psychoactive Substance Misuse"
"1V08.00","Smokes drugs in cigarette form","Psychoactive Substance Misuse"
"1V09.00","Smokes drugs through a pipe","Psychoactive Substance Misuse"
"1V0A.00","Chases the dragon","Psychoactive Substance Misuse"
"1V0B.00","Sniffs drugs","Psychoactive Substance Misuse"
"1V0C.00","Drug addict","Psychoactive Substance Misuse"
"1V3..00","Drug injection behaviour","Psychoactive Substance Misuse"
"1V30.00","Injects drugs subcutaneously","Psychoactive Substance Misuse"
"1V35.00","Shares drug equipment","Psychoactive Substance Misuse"
"1V6..00","Drug-related offending behaviour","Psychoactive Substance Misuse"
"1V62.00","Buying drugs","Psychoactive Substance Misuse"
"1V63.00","Possession of drugs","Psychoactive Substance Misuse"
"1V64.00","Illicit drug use","Psychoactive Substance Misuse"
"677T.00","Substance misuse structured counselling","Psychoactive Substance Misuse"
"8B23.00","Drug addiction therapy","Psychoactive Substance Misuse"
"8B23.11","Drug addictn therap-methadone","Psychoactive Substance Misuse"
"8B2T.00","Opioid antagonist therapy","Psychoactive Substance Misuse"
"8BAW.00","Drug dependence self detoxification","Psychoactive Substance Misuse"
"8BAX.00","Drug dependence home detoxification","Psychoactive Substance Misuse"
"8BE0.00","Reinduction to methadone maintenance therapy","Psychoactive Substance Misuse"
"8I2N.00","Drug dependence home detoxification contraindicated","Psychoactive Substance Misuse"
"9G2..00","Drug addiction notification","Psychoactive Substance Misuse"
"9G22.00","Drug addict re-notific due","Psychoactive Substance Misuse"
"9G23.00","Drug addict re-notif to CMO","Psychoactive Substance Misuse"
"9G2Z.00","Drug addiction notif NOS","Psychoactive Substance Misuse"
"9HC0.00","Initial substance misuse assessment","Psychoactive Substance Misuse"
"9HC2.00","Substance misuse clinical management plan agreed","Psychoactive Substance Misuse"
"9k50.00","Drug misuse - enhanced service completed","Psychoactive Substance Misuse"
"9No5.00","Seen in substance misuse clinic","Psychoactive Substance Misuse"
"E24..00","Drug dependence","Psychoactive Substance Misuse"
"E24..11","Drug addiction","Psychoactive Substance Misuse"
"E240.00","Opioid type drug dependence","Psychoactive Substance Misuse"
"E240.11","Heroin dependence","Psychoactive Substance Misuse"
"E240.12","Methadone dependence","Psychoactive Substance Misuse"
"E240.14","Opium dependence","Psychoactive Substance Misuse"
"E240000","Unspecified opioid dependence","Psychoactive Substance Misuse"
"E240100","Continuous opioid dependence","Psychoactive Substance Misuse"
"E240200","Episodic opioid dependence","Psychoactive Substance Misuse"
"E240z00","Opioid drug dependence NOS","Psychoactive Substance Misuse"
"E241200","Hypnotic or anxiolytic dependence, episodic","Psychoactive Substance Misuse"
"E242.00","Cocaine type drug dependence","Psychoactive Substance Misuse"
"E242000","Cocaine dependence, unspecified","Psychoactive Substance Misuse"
"E242100","Cocaine dependence, continuous","Psychoactive Substance Misuse"
"E242200","Cocaine dependence, episodic","Psychoactive Substance Misuse"
"E242z00","Cocaine drug dependence NOS","Psychoactive Substance Misuse"
"E243.00","Cannabis type drug dependence","Psychoactive Substance Misuse"
"E243000","Cannabis dependence, unspecified","Psychoactive Substance Misuse"
"E243100","Cannabis dependence, continuous","Psychoactive Substance Misuse"
"E243200","Cannabis dependence, episodic","Psychoactive Substance Misuse"
"E243300","Cannabis dependence in remission","Psychoactive Substance Misuse"
"E243z00","Cannabis drug dependence NOS","Psychoactive Substance Misuse"
"E244.00","Amphetamine or other psychostimulant dependence","Psychoactive Substance Misuse"
"E244.11","Psychostimulant dependence","Psychoactive Substance Misuse"
"E244.12","Stimulant dependence","Psychoactive Substance Misuse"
"E244000","Amphetamine or psychostimulant dependence, unspecified","Psychoactive Substance Misuse"
"E244011","Amfetamine or psychostimulant dependence, unspecified","Psychoactive Substance Misuse"
"E244100","Amphetamine or psychostimulant dependence, continuous","Psychoactive Substance Misuse"
"E244200","Amphetamine or psychostimulant dependence, episodic","Psychoactive Substance Misuse"
"E244z00","Amphetamine or psychostimulant dependence NOS","Psychoactive Substance Misuse"
"E244z11","Amfetamine or psychostimulant dependence NOS","Psychoactive Substance Misuse"
"E245.00","Hallucinogen dependence","Psychoactive Substance Misuse"
"E245.11","LSD dependence","Psychoactive Substance Misuse"
"E245.12","Lysergic acid diethylamide dependence","Psychoactive Substance Misuse"
"23E5.11","O/E - fibrosis of lung","Pulmonary Fibrosis"
"H55..00","Postinflammatory pulmonary fibrosis","Pulmonary Fibrosis"
"H55..11","Cirrhosis of lung","Pulmonary Fibrosis"
"H563.00","Idiopathic fibrosing alveolitis","Pulmonary Fibrosis"
"H563.11","Hamman - Rich syndrome","Pulmonary Fibrosis"
"H563.12","Cryptogenic fibrosing alveolitis","Pulmonary Fibrosis"
"H563200","Pulmonary fibrosis","Pulmonary Fibrosis"
"H563300","Usual interstitial pneumonitis","Pulmonary Fibrosis"
"H563z00","Idiopathic fibrosing alveolitis NOS","Pulmonary Fibrosis"
"Hyu5000","[X]Other interstitial pulmonary diseases with fibrosis","Pulmonary Fibrosis"
"23E5.00","O/E - fibrosis of lung present","Pulmonary Fibrosis"
"K140100","Other calculus in bladder","Renal Stones"
"K140z00","Bladder calculus NOS","Renal Stones"
"K141.00","Calculus in urethra","Renal Stones"
"K14y.00","Other lower urinary tract calculus","Renal Stones"
"K14z.00","Lower urinary tract calculus NOS","Renal Stones"
"K1A..00","Urinary calculus in schistosomiasis","Renal Stones"
"Kyu3000","[X]Other lower urinary tract calculus","Renal Stones"
"R080000","[D]Renal colic, unspecified","Renal Stones"
"R080100","[D]Ureteric colic","Renal Stones"
"R080z00","[D]Renal colic NOS","Renal Stones"
"R080.00","[D]Renal colic","Renal Stones"
"4G4..00","O/E: renal calculus","Renal Stones"
"4G4..11","O/E: kidney stone","Renal Stones"
"4G41.00","O/E: oxalate renal calculus","Renal Stones"
"4G42.00","O/E: phosphate -staghorn-stone","Renal Stones"
"4G42.11","Phosphate kidney stone","Renal Stones"
"4G4Z.00","O/E: renal stone NOS","Renal Stones"
"4G81.11","Oxalate bladder stone","Renal Stones"
"4G82.11","Uric acid bladder stone","Renal Stones"
"4G83.11","Phosphate bladder stone","Renal Stones"
"7B07.00","Percutaneous renal stone surgery","Renal Stones"
"7B07011","Endoscopic ultrasound fragmentation of renal calculus","Renal Stones"
"7B07211","Endoscopic laser fragmentation of renal calculus","Renal Stones"
"7B07400","Endoscopic extraction of calculus of kidney nec","Renal Stones"
"7B18011","Ureteroscopic laser fragmentation of ureteric calculus","Renal Stones"
"7B07y00","Other specified percutaneous renal stone surgery","Renal Stones"
"7B07z00","Percutaneous renal stone surgery NOS","Renal Stones"
"7B0B000","ESWL for renal calculus of unspecified size","Renal Stones"
"7B0Bz00","Extracorporeal shockwave lithotripsy for renal calculus NOS","Renal Stones"
"7B17011","Nephroscopic laser fragmentation of ureteric calculus","Renal Stones"
"7B17100","Other nephroscopic fragmentation of ureteric calculus","Renal Stones"
"7B17111","Other nephroscopic lithotripsy of ureteric calculus","Renal Stones"
"7B17200","Nephroscopic extraction of ureteric calculus","Renal Stones"
"7B18.00","Ureteroscopic operations for ureteric calculus","Renal Stones"
